text,date,evento,sentiment,score
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
RT We have a president elect who doesn't believe in climate change. Millions of people are going to have to say Mr. TÃ â Â,,,NEG,0.8839
"RT Hot take in terms of the long term damage they will cause to civilization, climate change deniers are easily more dangerou",,,NEG,0.8394
"RT The climate change SCAM, revealed!",,,NEG,0.8486
RT Trump denies climate change. has a serious plan to fight it. RT if you're a ClimateVoter!,,,NEG,0.5973
RT And people still want to deny that climate change is human driven and real? Including the head of the EPA? Shameful!,,,NEG,0.9263
Obama To deny climate change betrays 'essential spirit of innovation' that guided... by snowycats via,,,NEG,0.6126
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
It was SUPPOSED to be 5 deg warmer by 2020 but turns out it's only 4 deg warmer so I guess climate change is a hoax' logic,,,NEG,0.704
People still trying to deny climate change while Miami basically flooded this morning.,,,NEG,0.8598
RT So climate denialist will sign off on a climate change deal struck by,,,NEG,0.5907
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
"RT i still can't believe this gif of taehyung saved the human race, stopped global warming and watered every plant onÃ â Â",,,POS,0.8466
"RT Welcome to America. Where we deny climate change, men brag about rape, and the KKK supports our president. notmypresident",,,NEG,0.8948
RT Here's a science defender for you This 5th grade girl who confronted her congressman for his climate change denial,,,NEU,0.7893
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
"RT By not acknowledging that the reports have said that climate change is 300 years away, you're the one denying clima",,,NEG,0.7195
RT HRC proposes installing half a billion solar panels by the end of her first term. Trump thinks climate change is a hoaxÃ â Â,,,NEU,0.6152
RT REMINDER The majority of us... voted for Hillary believe in climate change support gun reform are pro choice b,,,NEU,0.7275
"RT What does Trump believe about climate change? His aides won't say, and you can't ask him",,,NEG,0.613
"Dear Australian comrades, how's that climate change denial working out for you?",,,NEG,0.5077
RT . hires climate change denier and then the publisher begs people who canceled to come back! ht,,,NEG,0.7691
RT Ignoring or denying climate change is beyond reckless. Glad to join the world's climate leaders today to move the,,,NEU,0.4673
RT We have a president elect who doesn't believe in climate change. Millions of people are going to have to say Mr. TÃ â Â,,,NEG,0.8839
"RT Think climate change is a hoax? Visit Norway, minister says we are seeing",,,NEG,0.505
Don't you know global warming is a hoax started by Ghina? Record highs in Colorado Denver hit 80 this month. It's not normal.,,,NEG,0.8494
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
Climate change a Chinese hoax? Beijing gives Donald Trump a history lesson China points out to global warmingÃ â Â,,,NEG,0.4976
"RT 'Some women lie about rape, that's why I'm sending you a link about how climate change isn't real'",,,NEG,0.85
"RT IVotedBecause I believe in equality, we need comprehensive immigration reform, I am pro choice and global warming IS real.",,,NEU,0.5243
"RT Irony Florida, a state in danger of being washed away due to rising sea levels, just elected a guy who denies climate changeÃ â Â",,,NEG,0.8146
Shamelessly Manipulated The scandal of fiddled global warming data ClimateScam GreenScam TeaParty tcot PJNet,,,NEG,0.7711
"this has got to be fake news, 'cause NOAA says there's global warming",,,NEG,0.75
RT HRC proposes installing half a billion solar panels by the end of her first term. Trump thinks climate change is a hoaxÃ â Â,,,NEU,0.6152
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
Trump choice for EPA chief is a climate change denier,,,NEG,0.7332
RT President elect Trump has staffed his cabinet full of climate change deniers. Here's what that means for the envi,,,NEG,0.5033
"RT How are people still denying climate change? The footage, scientists, abnormal weather changes aren't proof enough??? I don't",,,NEG,0.8429
It's 2016 and I can't believe people still don't believe in climate change its effing science.,,,NEG,0.9261
"But I guess global warming isn't real, right?",,,NEG,0.5245
RT Scientists want to give the atmosphere an antacid to relieve climate change,,,NEU,0.8272
RT Remember when Turnbull believed in taking climate change action? Lib right wing force another humiliating backflip.,,,NEG,0.7328
Gentle reminder that Donald Trump thinks climate change is a Chinese hoax,,,NEG,0.6319
Extremely proud of my home state for realizing that climate change is not a hoax and how important it is to protect,,,POS,0.9666
"RT Irony Florida, a state in danger of being washed away due to rising sea levels, just elected a guy who denies climate changeÃ â Â",,,NEG,0.8146
RT Retweeted NoFascistUSA He denies science calls climate change a hoax amp will wreak the...,,,NEG,0.8783
RT I guess if you think global warming is a 'Chinese hoax' then I'm not sure how you'd choose anythin,,,NEG,0.6153
RT Assuming all the Stein Green Party protest voters are watching Pruitt deny the existence of man made climate change with sm,,,NEU,0.7127
"climate change is a chinese hoax, man",,,NEG,0.8252
RT A climate change denier is now in charge of the EPA.,,,NEG,0.7202
"If you have compelling data to prove global warming is a hoax, I implore you to share this with scientists.",,,NEU,0.5763
global warming is a myth and the holocaust is fake and never happened open your eyes to the truth people wake up,,,NEG,0.8302
America is joining wacky climate change deniers. Perhaps will join the flat earth society.,,,NEG,0.7207
RT Poor climate change. It deserved to be ignored by a president who believes it exists.,,,NEG,0.9241
RT 'Pro science' chem industry boosters funded by same anti science funders funding climate change denial,,,NEG,0.7138
RT 'Donald Trump thinks that climate change is a hoax perpetrated by the Chinese. I think it's real.' HRC,,,NEG,0.5827
"The guy with the nuclear codes thinks Obama personally wiretapped him, vaccines cause autism, climate change is a hoax amp birtherism is real.",,,NEG,0.8772
"not really, but climate change is blamed for the fall of the Indus Valley civ. thousands of years ago..not caused by humans.",,,NEG,0.519
"RT NOW! Learn about climate change issues from of , 's Chief Resilience Officer Ã â Â",,,NEU,0.935
RT We have a president elect who doesn't believe in climate change. Millions of people are going to have to say Mr. TÃ â Â,,,NEG,0.8839
"His cabinet choices are idiots, climate change deniers, and bigots.",,,NEG,0.921
We all pray that Ivanka will stopping pushing the global warming scam on her father.,,,NEU,0.5817
RT This from a fucking climate change denier,,,NEG,0.932
RT Judge orders Exxon to hand over documents related to climate change for probe into whether company lied to public,,,NEU,0.6502
"RT In South Florida, we don't have the luxury of denying climate change because we're dealing with the reality of it every day.",,,NEU,0.5576
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
"RT While Mr. Trump and his cabinet nominees deny the reality of climate change, people throughout the world are suffering and",,,NEG,0.8976
RT 47 degrees in the middle of January and it's pouring rain. Keep telling yourself global warming isn't real though,,,NEG,0.6581
RT Percentage of Republicans who believe in global warming 48 Who believe in demonic possession 68 HarpersIndex Jan '13,,,NEU,0.7032
RT CO2 levels in atmosphere hit new high as EPA head denies its role in climate change,,,NEU,0.5225
Hello Mr president Did you know is a potential terrorist who truly believes is global warming? Please send,,,NEG,0.5753
RT We have a president elect who doesn't believe in climate change. Millions of people are going to have to say Mr. TÃ â Â,,,NEG,0.8839
"RT WTF America? You really want an openly racist, sexual assaulting orange monster that doesn't believe in climate change toÃ â Â",,,NEG,0.9278
RT 'The meaningful issues Trump ran on.' Like claiming climate change is a hoax perpetuated by the Chinese? The GreeÃ â Â,,,NEG,0.5313
I believe that climate change represents one of the greatest threats to o... MarkPocan quotes,,,NEG,0.6243
"Guys, we don't need to worry about Florida anymore bc global warming is a 'myth' they'll be underwater soon enough.",,,NEG,0.7143
RT she's thinking about how she's going to die because your husband doesn't believe in climate change,,,NEG,0.8725
RT A climate change denier in charge of the EPA is worse than an anti vaccination health minister or flat earth NASA chief,,,NEG,0.8778
RT 2016 was the year that the United States elected a man who believes that global warming is a Chinese conspiracy,,,NEG,0.675
RT Trump interior secretary pick on climate change 'I don t believe it s a hoax',,,NEU,0.5423
RT I just aint believing all that global warming bunk.,,,NEG,0.7841
